AC,DC
140.282,193.7
140.996,186.6
137.888,187.4
137.384,191.4
138.994,203.2
143.855,213.4
141.703,204.8
141.7,201.6
136.68,204
136.015,198.5
139.929,200.8
138.025,203.2
135.509,203.2
134.095,204
134.798,247.3
134.651,333.1
199.31,440.2
214.191,512.7
216.894,580.4
225.866,607.2
226.189,593
249.461,590.6
231.457,585.1
234.827,592.2
238.753,580.4
235.348,541
229.063,443.4
217.934,409.5
209.535,331.5
174.022,297.7
162.662,233.1
158.866,214.2
148.586,215.8
142.23,215
143.49,215
143.298,211.1
142.32,213.4
140.457,232.3
138.875,267
134.532,325.2
193.489,412.7
211.674,458.3
201.593,452.8
217.731,466.2
230.973,463.1
230.692,459.1
234.032,466.2
233.423,459.9
226.124,452.8
222.353,431.6
219.802,359.9
214.611,330
206.912,313.4
176.112,295.3
163.725,231.5
159.447,211.1
151.302,212.6
146.908,209.5
147.969,209.5
145.944,211.8
142.94,211.1
143.148,225.2
139.89,248.1
139.398,322.1
202.888,410.3
215.925,460.7
223.306,482
226.367,485.1
233.793,485.9
247.568,489.8
241.04,479.6
238.332,478.8
252.085,604.8
231.692,570.2
218.353,437.1
215.177,404.8
195.034,351.2
171.157,296.9
162.007,227.6
153.146,208.7
146.938,206.3
141.904,207.9
139.897,210.3
138.285,207.9
139.715,214.2
138.55,222.9
136.66,235.5
136.37,319.7
198.47,423.7
209.867,484.3
203.146,635.5
223.632,608
233.008,589.1
230.904,595.4
237.177,588.3
237.617,571.7
229.957,558.3
230.689,537.9
224.214,423.7
205.538,341.8
202.54,318.9
170.153,300.8
158.753,225.2
156.209,207.9
147.366,209.5
140.157,208.7
138.366,208.7
139.323,208.7
137.986,215
138.84,241
139.573,249.6
138.666,324.5
203.057,427.6
209.942,545.7
211.408,620.6
220.301,598.5
217.533,593
231.892,582.8
228.693,585.1
228.455,575.7
224.653,552
214.377,537.9
207.894,433.9
204.378,422.9
194.459,335.5
158.023,280.4
147.223,226
157.076,216.6
145.8,215.8
146.284,213.4
142.56,212.6
141.616,215
140.322,210.3
139.623,210.3
140.077,200.8
140.231,226.8
183.43,238.6
178.556,247.3
175.223,252
173.274,243.3
172.37,236.3
176.094,237
174.907,237.8
177.894,239.4
181.579,237
180.498,231.5
182.462,235.5
183.431,238.6
183.625,244.1
152.602,255.9
141.64,221.3
144.899,210.3
143.419,211.8
139.703,214.2
139.954,209.5
139.708,212.6
139.595,211.1
136.279,211.1
133.372,197.7
133.513,195.3
132.634,202.4
131.688,197.7
125.365,200.8
125.778,204
125.999,204
130.146,206.3
133.74,208.7
133.737,211.8
134.821,213.4
137.895,219.7
137.918,221.3
137.669,215
137.292,221.3
138.099,222.1
139.72,215.8
140.201,213.4
140.086,211.8
139.76,207.9
137.573,212.6
136.937,205.5
138.607,407.9
136.909,425.3
135.185,445.7
134.481,600.9
203.656,651.3
205.102,682.8
195.469,703.2
217.288,756
211.842,714.3
234.17,187.4
243.402,616.6
250.214,708
243.935,685.9
244.059,674.1
231.001,518.2
219.217,464.6
206.597,352.8
167.888,319.7
146.746,237.8
142.923,229.2
141.545,222.9
135.773,222.9
134.803,225.2
134.221,400.1
135.232,555.2
134.129,490.6
131.893,497.7
130.643,560.7
184.497,631.6
197.245,697.7
189.003,710.3
211.479,722.1
233.087,711.9
245.253,709.5
244.295,715.8
251.131,709.5
245.827,704.8
238.294,688.3
226.337,534.7
216.034,471.7
210.915,351.2
160.819,307.9
144.787,240.2
144.917,230
141.2,226
138.199,226
133.315,223.7
132.622,225.2
131.659,395.3
130.983,420.5
133.261,437.9
132.947,537.9
182.603,622.9
201.553,650.5
195.432,674.1
220.806,675.7
231.278,670.2
208.692,672.5
198.974,664.7
197.699,653.6
194.373,646.5
187.189,622.1
188.18,482.7
226.232,441
221.83,367
162.687,307.1
143.769,238.6
145.46,226
143.233,224.4
139.518,223.7
139.25,222.1
141.271,224.4
141.592,226
140.437,234.7
139.774,281.9
138.253,409.5
185.197,502.4
202.201,711.9
200.857,671.7
214.421,659.9
228.74,656
231.505,663.9
244.832,655.2
240.292,641
237.075,619.8
229.467,586.7
209.372,460.7
201.729,413.4
194.653,363
160.023,302.4
146.185,241.8
146.703,225.2
140.416,224.4
139.55,226.8
135.04,225.2
133.597,233.9
133.313,256.7
131.869,286.7
131.122,327.6
128.417,380.4
183.405,472.5
204.372,503.2
198.447,560.7
217.065,686.7
213.838,622.9
228.229,604.8
236.391,582
233.409,580.4
237.099,563.1
232.05,545
233.805,447.3
216.853,420.5
203.937,346.5
161.311,271.7
154.813,228.4
153.35,214.2
148.087,215
147.507,215
148.067,216.6
147.484,215
146.752,218.1
148.366,213.4
147.356,200.8
146.755,211.8
190.473,222.1
199.957,223.7
196.411,237
203.815,237.8
205.48,241.8
210.518,239.4
210.761,242.6
208.181,244.1
206.51,241
204.793,236.3
202.341,237
204.149,227.6
205.136,223.7
161.864,241
144.334,219.7
143.089,213.4
137.583,213.4
137.365,212.6
136.873,215.8
134.103,222.9
131.545,222.1
129.116,217.4
128.244,198.5
127.545,200
126.124,199.2
126.835,197.7
126.999,195.3
126.847,196.9
124.618,196.9
125.318,197.7
128.039,202.4
126.899,201.6
127.071,207.9
126.354,205.5
130.034,206.3
129.798,204
129.232,209.5
131.143,221.3
131.339,214.2
130.014,213.4
129.757,213.4
129.479,214.2
128.033,211.1
127.957,210.3
127.74,426
127.238,459.9
127.988,474.9
127.685,593.8
182.12,642.6
193.09,674.1
206.253,689.9
227.14,696.9
237.726,697.7
240.915,700.1
240.947,717.4
240.37,696.2
251.888,672.5
245.009,615
232,455.2
211.241,415
204.125,337.8
173.959,292.2
156.869,224.4
152.42,212.6
140.283,214.2
140.344,212.6
141.682,211.1
139.71,352.8
139.685,449.7
140.687,437.9
139.488,440.2
140.911,520.5
193.357,628.4
220.828,646.5
211.128,656
235.122,660.7
225.899,637.1
241.085,630.8
236.961,634.7
240.456,615
249.734,608.7
235.179,595.4
245.062,482.7
220.24,445.7
220.714,345.7
170.541,304.8
170.794,230.7
157.144,215
142.444,215
134.766,218.1
134.694,216.6
132.647,215
131.633,215.8
132.574,228.4
131.301,296.1
132.502,563.9
202.79,610.3
206.655,641
242.158,654.4
235.076,657.6
252.208,652.8
245.288,630
259.743,637.1
245.396,629.2
241.481,618.2
251.438,601.7
229.126,562.3
231.997,445.7
208.738,358.3
189.805,300
168.22,229.2
167.705,218.1
151.31,215.8
143.337,216.6
141.521,215
138.505,213.4
137.503,216.6
138.792,222.1
137.845,284.3
138.687,480.4
210.241,615.8
209.226,615
216.444,604
202.695,484.3
215.696,472.5
207.671,464.6
213.757,460.7
213.431,480.4
214.364,750.5
224.131,702.5
207.15,627.6
213.359,484.3
209.373,365.4
167.547,304.8
162.566,238.6
152.201,226.8
152.757,222.1
142.841,216.6
143.941,216.6
142.332,386.7
141.42,525.3
141.945,483.5
140.189,452
138.808,558.3
196.273,623.7
211.357,657.6
204.962,654.4
222.147,659.9
224.777,659.9
225.173,645
231.165,615
227.566,612.7
229.416,598.5
222.105,581.2
215.476,538.7
206.657,417.4
194.39,343.4
163.677,272.5
159.921,227.6
155.728,218.1
147.473,215
133.672,217.4
131.523,214.2
130.477,215
130.964,207.9
130.858,210.3
130.159,192.2
131.969,207.1
184.118,212.6
171.913,218.1
171.938,222.9
169.744,229.2
176.958,237
178.841,237
172.785,246.5
172.781,237
179.615,230
182.296,233.9
179.132,232.3
181.533,232.3
184.146,238.6
149.024,244.1
135.668,223.7
134.792,216.6
131.27,217.4
130.899,211.8
129.281,213.4
131.77,214.2
131.586,213.4
131.908,215
133.298,200
131.488,199.2
131.329,194.5
130.75,200
130.401,274.1
132.658,318.2
131.929,291.4
132.751,207.1
138.232,205.5
139.796,204.8
141.64,207.9
138.265,211.8
134.533,211.1
133.132,214.2
132.225,223.7
131.096,223.7
129.102,212.6
129.936,216.6
133.468,215
133.087,209.5
131.977,213.4
133.664,213.4
132.966,238.6
135.211,256.7
133.874,325.2
132.372,406.4
211.086,639.5
215.262,663.1
228.775,670.2
230.875,694.6
238.638,658.4
243.812,648.1
229.946,648.1
234.642,633.9
232.878,625.3
227.611,612.7
226.915,541.8
204.571,439.4
199.458,335.5
161.009,296.1
157.062,223.7
149.715,214.2
135.779,209.5
133.631,212.6
131.007,209.5
129.351,282.7
128.682,267
129.886,307.1
132.937,304
132.173,367
196.887,459.9
204.221,506.4
203.142,671
230.257,679.6
230.342,673.3
238.551,638.7
243.035,622.9
233.328,610.3
239.607,592.2
238.854,582
218.745,507.2
207.56,405.6
197.334,342.6
164.254,300.8
148.23,222.1
146.162,211.8
137.244,207.9
132.508,207.1
129.33,211.1
130.569,208.7
130.689,205.5
129.487,218.1
129.071,246.5
127.608,344.9
197.036,462.3
198.656,640.2
205.735,665.4
226.968,632.4
219.026,630.8
225.474,622.9
234.116,617.4
236.891,604
237.816,596.9
229.448,587.5
221.881,520.5
206.598,421.3
191.702,323.7
157.336,286.7
147.768,223.7
146.053,208.7
136.963,211.1
130.342,207.9
128.912,208.7
130.828,208.7
133.813,210.3
133.385,226
134.044,260.7
134.261,415
193.805,595.4
210.082,622.9
202.773,647.3
226.173,640.2
222.686,648.1
219.199,652.8
215.712,645.8
212.225,644.2
208.738,634.7
228.757,613.5
213.254,545
218.553,425.3
194.999,357.5
163.631,289.8
153.362,226
144.358,213.4
135.337,213.4
129.81,213.4
129.526,214.2
127.444,363
128.136,404.8
127.816,394.5
128.318,387.5
127.466,500.1
186.978,585.9
212.14,608.7
207.391,636.3
230.063,639.5
230.387,639.5
225.36,637.9
234.532,633.9
235.01,617.4
224.879,604.8
208.258,594.6
201.8344286,548.9
195.4108571,437.1
188.9872857,352
182.5637143,278
176.1401429,234.7
169.7165714,211.8
163.293,218.1
191.919,213.4
192.044,211.8
199.061,244.9
190.593,248.1
195.367,253.6
189.347,315.8
196.396,361.5
191.525,359.1
190.029,374.9
92.826,363
123.364,383.5
153.902,352
184.44,375.6
183.61,369.3
193.029,370.9
181.581,387.5
186.934,349.7
190.375,264.6
182.811,197.7
196.833,204
157.058,216.6
157.955,212.6
145.598,213.4
152.15,211.1
142.822,211.1
145.566,211.8
144.458,214.2
146.465,234.7
150.049,254.4
143.491,233.9
148.154,237.8
137.132,329.2
150.528,347.3
162.6,348.1
174.672,325.2
186.744,347.3
198.816,341
175.505,347.3
174.481,362.3
190.849,344.9
175.988,356.7
146.0036667,237
116.0193333,211.8
86.035,214.2
198.951,223.7
189.037,214.2
198.453,211.1
181.717,211.8
195.562,211.1
181.823,210.3
196.302,297.7
185.077,436.3
196.889,448.1
183.651,457.5
193.51,557.6
185.494,608.7
204.815,633.2
165.3546667,645.8
125.8943333,631.6
86.434,632.4
231.258,622.9
225.469,613.5
225.847,617.4
230.71,579.6
215.458,579.6
183.595,550.5
151.732,426.8
119.869,311.1
171.298,261.5
144.654,220.5
143,210.3
135.814,215
132.344,209.5
132.77,213.4
129.829,319.7
130.086,392.2
130.018,438.6
130.272,393
130.529,304
190.73,380.4
198.751,395.3
188.894,382.7
179.037,404.8
169.18,389.8
226.077,297.7
236.913,273.3
239.387,276.4
235.994,270.9
231.967,272.5
109.884,274.8
112.9025,271.7
115.921,274.1
160.337,282.7
149.234,232.3
146.513,214.2
138.749,214.2
135.296,207.9
133.067,211.1
132.747,289
131.595,420.5
132.316,419.7
132.606,416.6
131.238,555.2
148.834,626.1
166.43,657.6
184.026,667
218.257,669.4
222.067,667.8
223.913,673.3
234.037,668.6
235.261,665.4
95.243,663.9
123.5075,644.2
151.772,578
206.412,445.7
200.963,356.7
157.227,295.3
140.722,231.5
139.597,216.6
129.119,217.4
118.641,218.1
108.163,215.8
174.015,218.1
172.645,346.5
170.505,356
171.655,444.9
171.15,509.5
145.3113333,588.3
119.4726667,600.9
93.634,630.8
213.691,623.7
227.741,619
233.733,618.2
245.855,615.8
244.547,609.5
217.9616667,593
191.3763333,574.9
164.791,508.7
211.29,415
201.501,334.7
160.928,293
149.418,237.8
137.908,226.8
126.398,221.3
114.888,222.9
103.378,224.4
180.762,307.1
181.268,378.8
179.91,400.1
168.6066667,411.9
157.3033333,480.4
146,575.7
182.826,577.2
200.913,582.8
207.769,596.9
207.877,622.9
216.766,617.4
181.5416667,620.6
146.3173333,603.2
111.093,596.9
210.307,577.2
206.389,522.9
185.873,424.5
176.699,369.3
146.049,284.3
137.731,227.6
129.413,215.8
121.095,218.1
170.726,219.7
172.826,211.1
172.465,217.4
172.249,212.6
167.899,218.1
147.015,201.6
126.131,214.2
105.247,222.9
173.323,221.3
178.765,226.8
170.861,226
171.434,238.6
172.676,232.3
161.6423333,223.7
150.6086667,232.3
139.575,232.3
185.439,230.7
175,226.8
181.224,226.8
181.243,230
146.737,244.1
142.017,224.4
137.297,217.4
132.577,215.8
187.92,218.1
172.571,215
181.166,218.1
176.449,215.8
181.075,218.9
176.334,202.4
177.657,196.9
178.661,200.8
180.281,209.5
177.052,219.7
168.425,233.1
179.874,306.3
174.024,279.6
160.117,205.5
128.433,210.3
96.749,211.8
184.459,212.6
176.737,213.4
171.374,219.7
187.423,224.4
183.249,230
165.3133333,215.8
147.3776667,214.2
129.442,215.8
186.492,210.3
184.149,215
190.145,210.3
178.731,241.8
193.518,300
172.1706667,351.2
150.8233333,528.4
129.476,661.5
199.949,667.8
193.912,676.5
222.855,686.7
210.996,685.1
230.167,678.8
210.6736667,680.4
191.1803333,677.3
171.687,671
219.32,641
203.82,591.4
191.764,474.1
210.066,352
158.486,302.4
157.8626667,230.7
157.2393333,218.9
156.616,218.1
191.39,217.4
191.002,217.4
186.705,381.9
194.119,497.7
178.519,478.8
196.352,456
179.828,563.1
197.252,638.7
187.399,651.3
203.309,673.3
205.992,682
192.7663333,686.7
179.5406667,685.9
166.315,676.5
230.329,671
221.273,662.3
218.422,652.8
212.428,592.2
196.275,477.2
191.6053333,361.5
186.9356667,294.5
182.266,237
174.408,227.6
168.611,225.2
167.575,222.1
167.462,222.1
168.21,293.7
163.1593333,414.2
158.1086667,400.8
153.058,433.9
178.404,568.6
195.236,630
192.086,675.7
208.92,696.9
200.989,685.1
206.9423333,686.7
212.8956667,698.5
218.849,701.7
228.961,694.6
230.171,682.8
237.132,674.9
219.843,597.7
213.331,465.4
82.557,373.3
141.094,301.6
199.631,233.1
198.082,215.8
184.843,214.2
182.623,215.8
180.46,214.2
180.554,292.2
178.837,438.6
177.032,458.3
178.397,476.4
178.726,567
189.887,624.5
206.18,673.3
208.092,709.5
224.442,707.2
196.0283333,703.2
167.6146667,700.1
139.201,708.8
243.406,687.5
249.385,665.4
243.3,630
230.922,556
206.601,456.8
200.7306667,337.1
194.8603333,300
188.99,232.3
189.082,218.9
171.524,215
169.977,215
167.597,217.4
165.992,390.6
167.0433333,499.3
168.0946667,497.7
169.146,455.2
177.152,477.2
200.506,612.7
190.941,615
212.817,622.9
209.239,638.7
199.5866667,626.9
189.9343333,623.7
180.282,569.4
222.287,565.4
210.779,546.5
206.139,534.7
195.979,473.3
202.673,410.3
193.4646667,330.8
184.2563333,293
175.048,243.3
190.653,229.2
180.338,218.9
173.131,218.9
172.037,220.5
170.463,220.5
168.5,222.9
168.877,221.3
167.65,203.2
168.68,218.1
168.512,226.8
170.675,224.4
175.1253333,226
179.5756667,230.7
184.026,222.9
175.863,226.8
173.476,227.6
189.924,230.7
175.414,235.5
179.513,233.1
181.459,235.5
180.279,232.3
182.94,237.8
157.95,248.1
144.336,226
145.443,217.4
142.568,220.5
145.74,216.6
157.5376667,218.9
169.3353333,215.8
181.133,218.1
191.25,221.3
181.519,203.2
189.647,202.4
175.681,204.8
186.671,206.3
175.001,205.5
178.198,207.9
177.049,222.9
175.854,226
178.197,228.4
179.322,218.9
174.094,219.7
174.91,227.6
175.7493333,222.1
176.5886667,218.1
177.428,225.2
173.498,226.8
195.633,221.3
183.205,215.8
193.225,216.6
182.389,215
188.402,215.8
187.129,317.4
187.998,464.6
184.34,478.8
188.05,495.3
172.953,608.7
191.837,677.3
186.25,721.4
91.342,726.1
146.7565,728.4
202.171,725.3
239.292,717.4
245.543,726.9
256.285,710.3
245.54,706.4
237.116,667
217.7386667,585.9
198.3613333,441
178.984,364.6
163.244,297.7
147.473,231.5
161.655,219.7
134.484,221.3
130.054,218.1
148.548,218.1
167.042,377.2
185.536,566.2
183.653,489
191.302,495.3
192.658,572.5
192.794,618.2
197.401,655.2
206.5976667,661.5
215.7943333,648.9
224.991,717.4
235.388,673.3
233.754,684.3
231.566,676.5
231.356,666.2
222.682,661.5
202.861,595.4
183.04,457.5
163.219,385.9
166.936,312.6
162.921,234.7
150.494,224.4
136.467,222.1
128.982,221.3
127.939,222.1
126.88,299.3
126.06,404.8
123.315,447.3
122.681,419
122.566,585.9
159.462,620.6
196.358,679.6
233.254,673.3
223.353,680.4
233.099,677.3
239.223,674.9
230.92,682.8
241.379,670.2
231.863,656
240.88,657.6
225.226,576.5
207.826,455.2
206.8,370.9
161.995,298.5
161.845,233.1
142.947,222.1
148.1233333,218.9
153.2996667,218.9
158.476,218.1
181.346,300.8
179.151,430
192.13,468.6
175.386,425.3
184.836,599.3
192.6883333,634.7
200.5406667,665.4
208.393,672.5
198.642,700.9
212.889,699.3
241.556,689.1
229.343,705.6
224.324,687.5
107.637,674.1
116.365,663.1
125.093,578
179.146,446.5
166.016,378.8
150.045,300.8
136.423,232.3
128.94,218.9
134.398,217.4
139.856,222.1
145.314,219.7
153.098,378
154.514,587.5
161.668,493.8
152.937,476.4
155.604,532.4
164.298,614.3
172.992,662.3
181.686,669.4
185.907,685.1
192.91,675.7
190.829,670.2
186.987,670.2
169.388,645
179.3286667,630
189.2693333,619.8
199.21,545
188.402,458.3
186.554,333.1
169.668,276.4
142.546,219.7
153.656,215
134.421,212.6
128.017,211.1
127.687,208.7
126.373,210.3
125.696,214.2
126.782,217.4
126.866,196.1
125.912,215
173.076,218.9
163.729,223.7
162.333,224.4
158.786,285.9
159.517,349.7
165.246,243.3
167.41,230
181.147,319.7
184.213,237
183.244,266.2
179.149,223.7
167.286,215
168.252,226.8
142.652,237.8
131.647,222.1
133.569,208.7
131.128,213.4
127.961,210.3
126.924,207.9
124.779,212.6
123.721,211.1
125.153,211.1
125.756,197.7
122.655,194.5
123.037,192.9
124.043,196.1
122.515,199.2
122.831,198.5
120.311,198.5
121.561,198.5
125.654,196.9
128.053,196.1
125.735,199.2
126.457,197.7
124.639,203.2
124.757,205.5
126.861,207.1
130.019,215.8
127.352,207.9
128.656,210.3
128.768,207.9
129.506,207.9
130.828,211.1
129.353,318.9
129.236,469.4
127.227,476.4
126.386,510.3
126.12,604
190.671,608
194.488,630.8
198.933,623.7
224.361,614.3
229.185,640.2
227.171,633.9
245.194,617.4
230.947,603.2
242.34,602.4
228.729,583.5
213.934,501.6
207.215,426.8
187.955,324.5
165.486,278.8
145.442,227.6
149.941,209.5
139.313,211.1
129.475,211.1
127.435,209.5
126.934,221.3
125.924,303.2
126.625,330.8
125.826,361.5
125.451,400.8
189.868,469.4
200.423,519.8
207.444,662.3
227.526,633.2
230.525,631.6
239.86,648.1
242.184,646.5
234.102,654.4
234.082,634.7
226.99,604.8
219.322,528.4
211.541,456
201.736,375.6
174.553,331.5
156.972,269.3
151.126,252.8
143.799,251.2
136.005,253.6
134.313,255.2
130.119,257.5
128.19,354.4
128.19,365.4
128.027,403.2
127.736,504
194.391,619.8
205.263,649.7
212.513,659.9
223.154,654.4
225.843,639.5
243.257,639.5
235.4,628.4
234.243,614.3
238.329,600.9
228.451,590.6
229.059,524.5
207.997,447.3
200.02,355.2
163.93,328.4
155.0083333,265.4
146.0866667,255.2
137.165,250.4
169.219,252
170.794,251.2
169.681,258.3
168.012,349.7
168.225,356
167.262,381.9
167.797,470.9
193.491,593.8
211.003,619.8
230.701,633.9
214.133,622.9
200.695,664.7
197.513,652.1
204.536,637.1
194.485,645
189.758,625.3
185.486,622.1
164.916,515.8
164.689,355.2
149.686,348.1
140.769,292.2
125.527,231.5
125.514,215.8
108.392,222.1
103.932,218.1
105.067,215.8
103.893,281.1
99.836,408.7
100.138,405.6
99.81,396.9
99.188,455.2
141.097,580.4
165.089,612.7
190.263,604
191.197,640.2
202.947,631.6
207.804,624.5
197.385,619.8
200.009,600.1
183.594,583.5
174.649,550.5
165.27,486.7
149.028,393
148.831,330.8
117.482,269.3
124.691,223.7
114.06,211.1
107.853,212.6
103.465,213.4
103.145,210.3
102.375,211.1
102.911,209.5
101.695,217.4
100.594,204
99.111,210.3
116,215.8
124.185,216.6
122.694,215.8
124.811,216.6
124.354,216.6
123.209,219.7
122.742,216.6
125.143,223.7
126.209,225.2
130.844,222.9
132.371,226
130.336,220.5
130.676,233.9
111.213,237
105.315,221.3
102.192,208.7
100.527,212.6
99.615,209.5
98.911,210.3
98.175,209.5
98.263,211.8
96.051,212.6
96.322,205.5
94.971,196.9
95.368,197.7
95.491,198.5
95.929,200
92.137,200.8
99.525,204.8
99.634,220.5
99.814,205.5
102.512,200
103.99,211.8
104.872,222.1
102.127,222.1
104.885,205.5
106.971,215
102.385,217.4
102.375,211.1
101.659,207.9
95.887,208.7
95.795,208.7
99.547,207.1
100.298,217.4
96.303,338.6
99.329,300
98.641,345.7
97.492,487.5
150.525,620.6
172.313,649.7
229.024,658.4
248.657,659.1
245.36,664.7
248.03,663.1
250.131,668.6
248.324,671
239.566,663.9
245.173,646.5
232.902,582.8
228.176,463.8
208.988,354.4
183.457,290.6
164.082,223.7
169.14,212.6
145.32,213.4
140.879,213.4
139.922,214.2
139.312,356.7
139.143,514.2
137.857,481.2
136.086,464.6
131.559,530
198.676,625.3
212.221,654.4
220.626,643.4
227.202,648.9
197.124,652.8
201.305,654.4
214.105,659.9
240.776,657.6
272.653,656.8
260.241,633.9
224.897,568.6
210.94,463.8
200.048,344.1
174.696,284.3
162.756,229.2
162.753,215
151.861,215
143.969,212.6
140.645,212.6
143.118,283.5
141.378,442.6
141.121,427.6
141.697,416.6
142.07,535.5
182.804,593.8
218.402,629.2
221.064,650.5
242.495,645.8
242.464,656.8
239.124,645.8
245.133,622.9
246.761,577.2
245.595,569.4
236.92,541.8
228.581,482
217.925,441
197.318,332.3
163.854,282.7
146.41,224.4
150.635,210.3
139.457,214.2
136.987,210.3
135.965,211.8
133.651,216.6
132.008,338.6
130.365,344.9
132.1,378
131.655,467.8
188.617,585.1
212.757,617.4
219.421,615.8
230.663,640.2
241.529,639.5
244.89,653.6
252.242,642.6
255.607,646.5
260.975,641
263.253,618.2
240.272,553.6
213.861,447.3
197.838,336.3
157.577,283.5
143.718,221.3
151.158,207.9
144.498,207.9
142.302,205.5
142.322,208.7
140.74,336.3
140.886,451.2
140.68,434.7
141.238,456
140.827,499.3
195.425,562.3
215.91,602.4
221.573,626.9
238.826,627.6
258.773,626.9
250.103,636.3
238.22,608.7
266.695,603.2
251.35,614.3
232.099,589.1
220.439,534.7
210.38,448.9
201.993,337.1
179.801,270.9
164.395,209.5
166.313,205.5
150.1,206.3
135.301,207.1
134.711,204
135.671,207.9
136.64,204.8
135.447,210.3
134.556,196.9
132.883,204
154.531,222.1
163.45,225.2
163.747,225.2
164.756,226
171.848,225.2
176.972,226.8
177.241,223.7
181.001,233.1
179.497,241.8
180.035,246.5
182.161,218.1
174.953,213.4
176.905,226
150.675,235.5
141.062,208.7
140.549,202.4
140.34,200.8
135.788,205.5
135.163,201.6
133.002,205.5
132.783,205.5
131.562,203.2
130.073,199.2
131.167,183.5
132.389,198.5
129.743,210.3
125.162,200.8
123.003,189
122.98,185.9
124.678,191.4
127.053,193.7
130.799,196.1
138.187,192.9
136.578,195.3
137.993,192.2
130.871,193.7
131.563,211.1
129.045,214.2
129.919,212.6
131.31,207.9
134.035,209.5
134.777,205.5
131.132,205.5
127.592,215.8
129.764,386.7
133.637,384.3
134.317,386.7
128.864,490.6
188.062,587.5
218.104,600.1
234.682,601.7
245.658,610.3
257.031,606.4
270.643,591.4
267.374,574.1
263.591,564.6
270.503,545.7
257.487,521.3
227.17,473.3
229.857,398.5
208.394,333.9
187.156,281.9
159.416,225.2
174.684,210.3
151.889,198.5
142.807,192.2
141.943,193.7
139.476,201.6
138.249,319.7
140.733,364.6
139.624,395.3
139.338,437.1
187.658,529.2
218.063,563.1
228.409,564.6
246,582
255.416,592.2
258.503,593.8
262.195,581.2
258.022,579.6
264.282,565.4
256.44,541.8
236.753,477.2
212.629,404
201,318.9
187.767,271.7
163.586,208.7
168.169,196.9
150.482,195.3
136.915,193.7
135.965,193.7
133.525,200
132.66,288.2
132.825,284.3
132.873,311.1
132.657,378
180.734,564.6
211.841,593.8
221.19,611.1
237.891,615
243.157,626.9
247.618,608.7
249.381,601.7
257.931,589.8
256.788,582.8
251.081,579.6
251.675,514.2
217.803,430
211.027,324.5
181.933,274.1
161.852,215.8
163.741,203.2
142.057,199.2
134.371,199.2
130.301,202.4
133.141,204.8
131.943,297.7
130.896,299.3
133.02,338.6
130.155,465.4
173.198,573.3
216.333,612.7
216.531,625.3
245.738,635.5
249.071,625.3
247.956,622.9
260.798,613.5
250.349,608
254.486,591.4
239.962,575.7
234.161,500.1
218.579,413.4
192.739,322.9
167.224,276.4
156.6023333,205.5
145.9806667,193.7
135.359,192.2
163.726,192.2
161.259,192.9
159.36,259.9
158.54,324.5
157.38,392.2
156.812,397.7
156.783,467.8
176.316,556
207.774,588.3
212.447,602.4
241.438,595.4
258.395,597.7
259.873,587.5
262.214,563.9
259.618,544.2
250.271,528.4
250.291,502.4
225.061,451.2
208.614,379.6
201.876,315
181.146,271.7
160.727,224.4
167.956,207.1
144.954,209.5
138.167,206.3
138.278,208.7
141.017,207.9
139.259,207.1
140.06,212.6
138.455,203.2
134.353,205.5
156.326,212.6
164.881,212.6
164.318,213.4
167.916,211.1
170.637,211.1
172.926,210.3
170.969,211.8
170.592,218.1
171.272,216.6
183.389,219.7
175.485,211.1
171.49,211.1
176.086,230.7
150.881,235.5
138.508,218.1
136.78,207.1
139.363,207.9
139.085,207.9
137.977,203.2
139.129,207.1
140.385,204.8
137.366,209.5
136.108,206.3
135.977,190.6
134.147,196.1
133.408,196.1
130.785,196.1
129.248,196.1
133.182,198.5
133.404,193.7
133.033,199.2
135.821,204
138.118,206.3
138.18,208.7
139.351,205.5
143.424,196.1
144.913,217.4
141.292,216.6
137.44,212.6
142.809,204
141.628,207.9
134.888,206.3
135.197,204.8
134.648,207.1
134.649,204
132.188,330
134.192,473.3
130.518,574.1
173.326,619
198.685,669.4
213.107,733.2
237.89,835.5
239.071,874.9
247.286,839.5
241.552,778.1
242.007,690.6
237.109,651.3
237.308,633.9
228.092,578
198.747,486.7
193.534,380.4
172.459,315.8
163.901,249.6
170.303,239.4
151.68,240.2
144.514,240.2
142.169,236.3
142.11,241.8
141.512,236.3
139.764,359.9
139.49,574.9
140.213,660.7
163.834,696.9
193.353,712.7
180.903,721.4
174.996,715.1
183.556,724.5
194.184,712.7
194.775,697.7
186.4,667
192.742,626.1
190.89,619
178.593,567
181.948,496.9
185.44,389
167.92,315
161.534,256.7
162.331,244.1
144.223,241.8
143.277,242.6
142.308,242.6
142.776,246.5
141.574,242.6
141.521,359.1
141.095,550.5
139.484,607.2
163.776,653.6
203.584,708.8
209.557,737.1
232.997,721.4
249.75,738.7
247.533,721.4
247.973,718.2
246.943,661.5
250.556,632.4
236.305,630
228.023,588.3
215.457,506.4
201.753,396.9
161.053,326
143.094,257.5
140.328,247.3
130.845,246.5
125.306,246.5
124.634,243.3
117.865,247.3
118.645,244.9
121.412,328.4
118.745,533.1
117.193,629.2
163.998,680.4
211.966,698.5
214.139,729.2
232,741.8
252.022,756
246.541,737.1
249.256,731.6
249.497,682
242.43,639.5
251.352,637.1
240.513,596.9
216.678,498.5
212.595,406.4
173.811,318.9
148.553,259.1
