AC,DC
210.4073333,258.3
193.8206667,222.9
177.234,159.1
215.447,150.4
206.996,151.2
190.018,154.4
170.328,151.2
150.638,154.4
130.948,157.5
190.614,183.5
189.305,239.4
187.832,300
189.499,367
201.446,401.6
215.328,404.8
228.309,402.4
246.616,417.4
257.891,407.1
283.647,399.3
272.103,389
271.161,372.5
270.26,356
251.388,315
237.785,293
215.658,258.3
161.139,223.7
136.124,167.7
136.304,159.1
124.641,158.3
118.835,158.3
116.11,158.3
116.463,159.1
117.42,156.7
117.009,167.7
115.137,228.4
113.665,294.5
176.563,353.6
203.851,394.5
218.377,395.3
233.403,410.3
250.115,389
257.738,389.8
263.793,393
265.5,373.3
264.309,369.3
265.007,360.7
242.324,325.2
237.842,288.2
228.897,257.5
168.366,227.6
135.921,167.7
135.272,152
128.959,152
120.289,152
119.229,152
117.614,155.1
116.145,151.2
117.216,160.7
115.441,220.5
114.562,297.7
172.336,362.3
198.788,405.6
212.977,426
222.286,552
246.733,567.8
263.763,551.3
271.891,548.9
274.487,531.6
272.323,489.8
262.754,505.6
234.166,398.5
209.846,363
201.576,285.1
154.778,228.4
136.693,164.6
140.987,154.4
137.679,152
122.977,152
119.399,152
115.761,152.8
114.273,152
116.033,159.9
115.687,222.9
113.998,293.7
175.361,357.5
208.808,393
227.909,437.1
239.116,583.5
258.1,554.4
264.168,543.4
263.004,515
266.815,504.8
262.186,461.5
256.87,452
245.438,387.5
236.863,284.3
219.236,263
159.572,218.1
123.664,165.4
125.101,154.4
121.871,151.2
115.914,151.2
115.592,151.2
114.986,155.1
115.208,158.3
112.971,158.3
112.707,159.9
109.678,170.9
161.339,157.5
171.691,161.4
183.023,158.3
187.316,155.1
193.969,153.6
194.621,151.2
201.533,150.4
204.929,154.4
204.815,151.2
211.689,153.6
205.897,174.8
199.263,172.5
196.995,172.5
144.775,172.5
113.078,153.6
113.438,146.5
114.724,148.1
113.507,145.7
112.958,147.3
110.795,148.1
111.859,148.1
112.371,144.1
111.079,149.6
111.576,151.2
114.424,149.6
108.923,131.5
109.441,131.5
109.821,132.3
109.3,130.7
110.593,130.7
109.916,130.7
112.03,137.8
115.186,154.4
113.966,152
112.57,176.4
115.064,175.6
112.795,174.8
114.921,172.5
119.761,165.4
118.959,149.6
118.582,147.3
117.778,148.1
115.882,146.5
114.686,147.3
112.845,148.8
113.733,147.3
117.248,155.9
115.399,217.4
181.108,276.4
205.508,353.6
219.496,379.6
225.352,404
238.774,405.6
246.272,419.7
254.881,533.9
256.866,504
257.197,466.2
254.045,464.6
242.183,367.8
218.148,323.7
210.347,293
167.244,261.5
141.866,223.7
134.027,164.6
125.342,153.6
121.429,154.4
117.972,153.6
119.038,155.9
115.938,155.1
112.385,153.6
113.578,163
111.077,235.5
171.38,301.6
194.689,363.8
212.902,419.7
228.541,435.5
226.971,439.4
242.984,444.2
250.64,439.4
255.203,404.8
254.718,381.2
256.408,373.3
250.818,377.2
235.984,326
226.356,293.7
164.864,266.2
133.719,229.2
133.175,167.7
132.965,156.7
124.547,157.5
117.798,156.7
115.218,158.3
113.076,155.9
111.363,155.1
113.747,167
113.064,250.4
176.79,314.2
209.918,370.9
229.974,406.4
239.987,451.2
232.662,409.5
235.398,408.7
236.411,400.8
237.202,403.2
240.509,389.8
245.178,369.3
252.425,372.5
244.887,320.5
230.751,295.3
165.463,267.8
133.16,231.5
132.764,167.7
130.435,154.4
122.843,153.6
121.127,155.1
119.002,155.1
119.3,152.8
116.888,153.6
114.094,164.6
115.339,239.4
176.307,307.1
204.597,354.4
218.822,380.4
234.251,396.9
253.051,399.3
258.368,402.4
254.323,404.8
258.582,401.6
263.559,383.5
259.761,381.9
244.928,384.3
230.155,327.6
217.748,299.3
159.767,267.8
133.483,228.4
134.333,159.1
133.529,148.8
125.938,149.6
119.685,150.4
118.686,152
116.811,153.6
111.553,167.7
109.114,182.7
107.47,244.1
169.94,294.5
208.22,356
229.384,394.5
245.556,398.5
254.553,400.8
257.623,396.1
259.46,396.9
259.803,400.1
255.688,383.5
252.663,367
247.737,363
235.676,320.5
226.77,303.2
164.814,269.3
134.026,229.2
133.379,174.8
132.474,168.5
122.41,170.9
118.116,170.9
112.139,170.1
113.093,171.7
112.442,169.3
114.139,174.8
113.847,174.8
163.557,171.7
184.824,177.2
190.57,178.8
196.753,174
198.401,170.1
199.666,174.8
206.024,172.5
205.939,174
207.71,172.5
208.422,167
206.424,183.5
205.509,182.7
199.986,180.3
145.673,185.1
123.121,182.7
125.203,166.2
189.851,163
171.259,167.7
170.823,166.2
172.49,170.1
169.795,168.5
164.663,174
163.204,174.8
161.394,181.1
159.616,163.8
170.014,159.9
184.346,164.6
194.88,159.9
192.466,163
197.297,159.1
202.991,171.7
208.418,165.4
208.905,163
212.751,168.5
209.611,186.6
206.647,185.1
205.279,183.5
212.996,185.1
208.632,180.3
204.063,158.3
205.294,157.5
202.645,159.1
194.846,156.7
185.07,158.3
181.811,159.1
181.042,158.3
179.022,166.2
175.27,252.8
191.892,319.7
202.753,373.3
226.227,398.5
251.975,420.5
252.135,424.5
255.486,415
260.667,412.7
258.051,407.1
255.699,394.5
255.847,383.5
243.463,386.7
228.733,334.7
216.492,316.6
158.882,283.5
127.846,248.1
131.371,174.8
131.107,155.9
121.245,156.7
115.924,158.3
114.561,158.3
115.136,158.3
112.219,156.7
110.761,167
108.849,254.4
168.49,326
205.656,373.3
235.408,412.7
242.247,419
252.975,420.5
253.987,421.3
257.502,417.4
257.122,418.2
257.283,395.3
253.668,389
242.452,389
231.29,333.1
219.559,309.5
161.394,270.1
120.938,233.1
119.695,170.1
120.455,159.1
113.3,156.7
110.667,159.1
109.73,159.9
106.334,157.5
106.424,158.3
107.545,169.3
107.221,244.9
165.735,318.2
195.68,386.7
211.083,436.3
226.563,427.6
241.759,430
253.838,412.7
247.746,411.9
252.346,414.2
252.235,396.9
236.886,379.6
229.069,391.4
221.884,347.3
209.096,323.7
159.081,279.6
130.547,240.2
135.731,172.5
131.312,156.7
123.616,159.1
117.604,162.2
116.366,175.6
116.162,174.8
115.123,173.3
111.88,189
110.869,263.8
169.198,298.5
200.078,364.6
210.849,408.7
235.841,441
257.757,431.6
256.632,430
260.757,420.5
262.604,426
263.788,414.2
261.163,405.6
253.249,406.4
217.327,342.6
161.748,318.2
144.855,271.7
129.161,245.7
129.018,170.9
127.165,159.1
117.518,157.5
114.845,158.3
115.057,158.3
114.854,159.1
113.139,157.5
110.634,173.3
111.115,255.9
126.555,313.4
142.28,371.7
163.503,411.1
177.647,419.7
184.03,433.9
180.867,415
180.101,412.7
179.903,410.3
177.479,393
167.255,391.4
161.382,382.7
154.348,337.1
145.663,318.2
136.351,280.4
130.408,245.7
125.252,176.4
118.522,162.2
111.72,167.7
104.7696667,172.5
97.81933333,174
90.869,172.5
123.438,171.7
123.078,177.2
122.826,180.3
119.243,174.8
118.308,181.1
118.269,174
120.064,186.6
121.345,193.7
125.009,195.3
126.519,182.7
128.402,175.6
130.111,176.4
127.979,181.9
129.46,196.9
126.192,197.7
123.418,195.3
117.258,195.3
112.527,197.7
112.896,175.6
111.44,165.4
109.491,170.1
108.6,167.7
111.621,167.7
113.149,166.2
110.245,160.7
111.963,166.2
110.305,168.5
114.6343333,150.4
118.9636667,144.9
123.293,148.1
124.774,146.5
130.004,144.9
131.551,148.1
133.204,161.4
135.457,163
135.145,148.1
135.083,152
134.619,180.3
134.555,172.5
136.144,173.3
136.245,174.8
136.801,173.3
132.212,170.9
129.1273333,167.7
126.0426667,167
122.958,167.7
133.851,167.7
132.379,167.7
131.941,167
132.073,179.6
127.145,267.8
120.977,341.8
136.711,398.5
153.057,429.2
165.182,439.4
171.797,432.3
174.705,435.5
174.78,422.1
176.664,437.1
177.728,421.3
173.562,402.4
152.315,399.3
146.389,342.6
141.056,318.9
132.591,279.6
121.76,237.8
122.416,181.1
120.323,168.5
115.718,170.9
108.709,169.3
103.415,169.3
104.934,169.3
105.045,169.3
104.593,181.9
102.511,265.4
115.148,344.9
131.751,393.8
155.338,422.1
172.357,433.9
176.613,433.1
178.611,430
179.559,410.3
173.741,414.2
172.603,399.3
169.317,391.4
164.262,400.1
147.332,344.9
143.399,315
133.839,278
125.726,236.3
122.778,167
121.102,158.3
116.758,157.5
112.468,159.1
112.053,158.3
112.745,157.5
110.729,157.5
109.719,170.1
108.782,247.3
122.313,314.2
136.538,363
155.788,389.8
170.576,392.2
176.945,400.8
181.508,390.6
178.67,389
181.402,389.8
176.875,357.5
171.977,348.1
163.247,361.5
149.859,326.8
143.518,286.7
128.785,249.6
122.843,188.2
126.064,160.7
125.345,167.7
119.791,162.2
117.583,167
115.908,166.2
115.633,164.6
116.208,166.2
114.13,173.3
112.725,184.3
124.467,200.8
139.101,218.9
152.01,218.1
166.881,219.7
173.041,218.9
173.073,220.5
173.839,217.4
174.272,218.9
173.347,216.6
163.755,224.4
150.474,241.8
140.956,241
130.448,234.7
120.571,235.5
115.308,225.2
118.078,186.6
113.851,167
108.801,167
106.394,168.5
108.541,166.2
108.073,167.7
106.406,165.4
114.2406667,174
122.0753333,189
129.91,207.9
134.088,226.8
151.011,224.4
163.108,236.3
164.591,240.2
164.548,237
164.845,218.1
161.43,218.1
159.32,219.7
149.168,224.4
141.18,244.9
133.315,246.5
126.348,224.4
118.454,218.9
112.865,206.3
111.561,180.3
109.814,167.7
105.455,166.2
106.692,166.2
105.661,167
105.529,166.2
105.432,165.4
106.404,173.3
103.016,174.8
110.755,175.6
114.496,171.7
114.801,170.9
115.753,169.3
116.028,182.7
118.646,184.3
113.5203333,182.7
108.3946667,185.1
103.269,166.2
121.772,174.8
121.792,187.4
121.087,175.6
119.192,166.2
105.276,166.2
113.904,164.6
112.98,159.9
111.398,159.9
113.113,160.7
118.103,159.9
116.862,158.3
117.875,159.1
118.21,164.6
118.11,171.7
113.242,174
111.142,160.7
115.281,151.2
111.404,150.4
105.274,152
110.287,149.6
115.144,152
118.314,150.4
119.873,156.7
120.178,157.5
118.487,177.2
120.433,195.3
121.038,194.5
118.919,197.7
118.575,189.8
118.041,171.7
116.781,168.5
117.029,166.2
117.05,166.2
117.864,166.2
117.335,167.7
120.995,166.2
121.258,166.2
115.849,177.2
116.2,264.6
120.899,351.2
127.666,404
134.685,426.8
147.587,440.2
148.2676667,448.9
148.9483333,441.8
149.629,451.2
160.012,448.9
159.152,404
158.198,398.5
146.246,402.4
134.505,347.3
125.65,323.7
119.096,285.9
111.022,233.1
107.993,171.7
104.844,163
102.612,162.2
98.322,163
102.443,171.7
110.0666667,171.7
117.6903333,173.3
125.314,187.4
117.544,272.5
120.31,352.8
126.645,407.1
147.369,440.2
158.125,440.2
163.441,438.6
164.587,428.4
166.419,419
166.014,422.9
163.146,403.2
161.464,399.3
148.26,389
132.476,335.5
125.066,315
117.656,279.6
110.246,230.7
129.13,166.2
126.522,158.3
120.165,156.7
116.001,159.9
118.025,157.5
112.229,157.5
106.433,156.7
100.637,172.5
119.98,255.2
123.167,326
132.165,383.5
147.296,423.7
151.99,428.4
156.761,433.9
161.335,452
159.416,448.9
156.234,437.1
156.572,413.4
159.313,408.7
154.83,404
147.406,348.1
139.3096667,320.5
131.2133333,274.1
123.117,234.7
128.371,170.1
127.963,159.9
124.549,159.1
120.044,157.5
119.316,160.7
113.3486667,158.3
107.3813333,167
101.414,185.9
129.09,281.9
130.736,348.1
133.901,398.5
146.293,424.5
153.786,429.2
156.417,442.6
162.907,433.1
167.576,422.9
169.552,416.6
167.417,406.4
164.087,402.4
150.018,401.6
137.843,352
130.5346667,326
123.2263333,287.4
115.918,226
124.177,174
122.756,163
116.388,158.3
110.8396667,159.1
105.2913333,161.4
99.743,159.1
127.699,159.1
128.654,174.8
132.537,263
131.713,333.9
130.033,376.4
141.498,403.2
150.425,396.1
150.62,415.8
157.169,413.4
158.623,411.9
159.034,413.4
155.954,399.3
149.015,393.8
146.48,385.1
138.918,334.7
125.619,307.9
116.965,278.8
113.76,223.7
116.842,172.5
114.122,162.2
109.069,163
106.231,159.9
108.007,161.4
108.411,168.5
106.473,175.6
107.534,180.3
107.069,181.9
114.721,185.9
117.308,181.9
114.966,181.9
115.585,179.6
119.091,182.7
119.181,196.1
120.742,196.9
120.793,196.1
121.713,182.7
119.796,187.4
115.8246667,205.5
111.8533333,200.8
107.882,200.8
116.012,204.8
110.466,204
108.6,181.1
106.83,175.6
108.742,174.8
108.459,174
103.875,175.6
103.04,174.8
108.492,171.7
109.993,178.8
105.595,181.9
101.805,169.3
102.917,159.1
103.0623333,155.9
103.2076667,156.7
103.353,169.3
117.038,180.3
124.267,173.3
126.326,176.4
125.541,167
125.464,166.2
124.212,179.6
118.351,178
117.347,174.8
117.279,178.8
117.353,178
118.391,174
118.309,170.9
118.102,171.7
118.375,172.5
118.34,174
118.624,172.5
116.944,171.7
116.414,187.4
116.022,276.4
119.925,359.9
129.986,400.8
143.15,426.8
152.193,433.1
160.548,442.6
210.167,441.8
248.709,430
250.793,419
253.472,405.6
246.713,404.8
241.97,407.9
236.008,356
226.858,330
157.595,282.7
121.129,239.4
119.159,181.1
118.374,165.4
110.031,163
103.513,164.6
102.668,163
101.505,166.2
102.642,162.2
102.35,177.2
99.786,262.2
160.109,333.1
206.695,372.5
217.027,418.2
231.069,417.4
238.831,416.6
244.981,413.4
247.817,422.9
247.584,417.4
247.535,405.6
239.365,399.3
230.838,407.1
222.594,348.1
220.573,315.8
156.636,278.8
118.875,222.1
118.681,167
114.288,155.9
108.996,158.3
109.999,154.4
108.809,158.3
107.909,155.9
107.745,153.6
107.861,166.2
104.838,253.6
166.523,323.7
217.596,371.7
228.608,404
234.175,480.4
236.856,492.2
238.477,490.6
237.612,507.9
242.183,502.4
243.626,473.3
248.032,468.6
238.969,472.5
228.966,425.3
219.27,405.6
155.439,384.3
115.273,322.1
115.36,263.8
112.388,253.6
105.303,254.4
103.039,255.2
102.691,252.8
103.962,253.6
104.614,269.3
103.723,285.1
100.555,364.6
163.187,430.8
215.952,477.2
229.907,508.7
242.41,460.7
247.589,432.3
249.091,423.7
249.048,422.9
250.24,426.8
249.826,410.3
244.132,399.3
234.291,400.1
226.654,345.7
220.855,325.2
153.717,291.4
117.926,236.3
114.051,180.3
111.424,170.9
106.027,171.7
102.818,169.3
101.698,170.1
101.779,170.1
101.683,170.9
103.287,194.5
103.103,278.8
158.436,337.1
196.925,384.3
206.105,415
214.245,421.3
222.635,438.6
231.586,430
239.645,417.4
234.35,413.4
233.853,404.8
223.893,400.1
216.234,406.4
204.004,351.2
185.212,328.4
134.87,288.2
109.303,248.9
107.446,188.2
103.931,170.9
100.911,170.9
98.962,170.1
98.085,171.7
98.074,168.5
95.431,170.9
94.367,175.6
95.839,178.8
144.098,181.9
160.542,178
152.178,175.6
158.638,178
171.773,175.6
175.091,176.4
176.776,175.6
176.576,178
182.843,176.4
183.069,189
182.701,198.5
167.822,197.7
156.204,196.9
118.983,199.2
98.94,198.5
100.516,180.3
100.35,170.1
97.904,171.7
97.535,170.1
97.264,170.9
98.183,173.3
97.468,176.4
96.872,178
96.237,183.5
95.283,174.8
93.817,162.2
92.861,160.7
94.38,160.7
99.218,159.9
100.08,158.3
101.198,158.3
103.672,157.5
105.701,155.1
104.141,166.2
101.231,182.7
101.124,178
99.918,180.3
97.502,178.8
95.925,178.8
97.447,174
99.242,173.3
96.113,178
96.235,173.3
95.623,174.8
95.384,174.8
95.404,172.5
94.088,197.7
94.087,292.2
154.172,370.1
187.285,412.7
201.145,448.9
222.455,467
221.59,472.5
222.388,459.1
232.381,435.5
240.729,430.8
241.197,426
240.883,418.2
231.849,414.2
220.841,356
202.133,328.4
141.982,297.7
114.292,253.6
110.978,185.9
111.27,177.2
105.236,178.8
102.06,177.2
102.231,178.8
103.269,178
105.286,174.8
103.886,189.8
101.21,286.7
157.544,366.2
190.475,402.4
204.352,432.3
223.476,441.8
231.422,456.8
235.087,444.2
237.543,448.1
240.269,448.9
239.471,429.2
236.209,426
231.772,426.8
223.87,370.1
210.564,341
150.847,302.4
110.422,257.5
107.815,187.4
106.095,176.4
101.789,177.2
99.085,178
100.514,182.7
104.91,181.9
103.855,179.6
101.791,195.3
100.603,278.8
157.401,389
196.857,437.1
215.509,461.5
190.932,463.1
223.833,461.5
229.607,448.9
231.062,438.6
230.537,453.6
234.597,440.2
238.342,433.9
230.793,433.9
226.065,376.4
203.7623333,347.3
181.4596667,318.2
159.157,270.1
207.92,199.2
193.476,187.4
174.615,188.2
158.935,189
162.222,192.9
161.623,206.3
161.843,206.3
162.89,242.6
159.214,315.8
172.978,377.2
189.043,413.4
200.457,441.8
214.131,453.6
223.802,462.3
226.131,454.4
234.584,454.4
246.239,450.5
250.445,430
238.696,430.8
227.8474,430
216.9988,367
206.1502,344.9
195.3016,307.1
184.453,268.5
203.904,193.7
198.935,187.4
192.703,184.3
185.3233333,185.9
177.9436667,187.4
170.564,189.8
198.251,192.2
197.998,230.7
192.753,307.9
191.832,397.7
191.941,418.2
196.5346667,446.5
201.1283333,446.5
205.722,448.9
244.343,447.3
246.248,441
248.168,436.3
246.452,422.1
228.171,410.3
212.502,415
208.474,366.2
202.551,341
139.493,301.6
104.399,241.8
104.222,196.1
101.453,183.5
94.628,187.4
94.266,187.4
92.544,188.2
91.927,189
92.612,185.1
92.537,192.9
91.633,192.9
146.694,198.5
168.986,201.6
79.12,211.8
121.8655,211.1
164.611,213.4
190.42,209.5
194.199,222.9
193.638,222.9
194.379,194.5
192.22,197.7
182.2556667,211.1
172.2913333,208.7
162.327,208.7
134.999,207.9
106.068,207.1
106.315,187.4
105.378,178
100.193,178
97.413,178
95.684,178.8
96.313,178.8
95.608,178.8
95.684,179.6
94.81,185.9
93.605,174.8
93.799,164.6
93.943,160.7
95.477,163
94.892,159.9
97.033,170.9
98.571,183.5
104.394,180.3
103.95,178
100.614,188.2
120.849,205.5
141.084,201.6
161.319,200
194.064,201.6
195.854,182.7
189.957,177.2
182.998,175.6
172.224,173.3
172.29,174.8
171.45,176.4
169.445,185.1
171.056,208.7
173.406,240.2
173.983,319.7
179.291,367
186.897,408.7
195.6643333,431.6
204.4316667,444.9
213.199,455.2
245.446,449.7
248.116,434.7
247.505,438.6
246.526,422.1
239.174,420.5
221.768,419
215.916,352.8
204.046,326
137.4,291.4
108.445,235.5
103.294,174
104.077,171.7
100.746,171.7
96.831,174
95.63,174.8
93.819,172.5
93.118,172.5
93.487,214.2
90.523,304.8
151.884,370.9
193.983,401.6
206.531,424.5
214.932,453.6
231.885,437.1
237.298,430
239.471,431.6
241.569,438.6
229.565,416.6
231.474,415.8
220.675,417.4
216.54,353.6
215.272,320.5
150.466,280.4
112.169,233.9
106.762,170.1
106.712,158.3
96,159.1
93.045,157.5
92.537,160.7
92.832,159.1
92.676,170.1
92.202,211.1
90.909,304.8
153.045,371.7
210.34,403.2
221.81,421.3
236.539,439.4
241.182,438.6
247.703,433.9
250.826,425.3
248.672,422.1
237.022,408.7
229.996,404.8
221.096,405.6
212.27,347.3
208.177,318.2
142.201,289.8
105.566,249.6
105.609,184.3
103.34,174
100.114,175.6
95.749,174.8
95.496,174
95.936,174
95.939,174.8
95.868,211.8
92.946,304
153.352,371.7
201.367,402.4
215.092,437.1
227.1,437.9
234.551,452
239.622,449.7
232.588,429.2
229.103,423.7
227.838,406.4
226.313,392.2
222.846,400.8
213.895,346.5
212.318,312.6
147.514,285.1
105.636,235.5
105.087,183.5
122.8833333,174.8
140.6796667,173.3
158.476,173.3
187.768,173.3
182.074,174
170.485,174
169.726,209.5
176.264,308.7
150.595,361.5
195.739,382.7
200.349,396.1
201.361,415.8
203.434,412.7
204.267,400.1
205.988,406.4
198.888,404
193.68,374.9
188.472,366.2
183.264,377.2
206.603,330
203.029,287.4
140.683,237
134.242,216.6
127.801,180.3
121.36,172.5
114.919,170.1
108.478,170.9
171.305,171.7
168.777,169.3
161.998,170.9
145.7643333,175.6
129.5306667,178.8
113.297,185.1
165.356,184.3
165.886,215
164.389,229.2
175.407,221.3
183.778,225.2
178.4753333,225.2
173.1726667,215.8
167.87,196.1
183.539,174.8
182.447,178.8
169.478,177.2
158.915,174.8
116.085,175.6
120.022,175.6
123.959,174
127.896,168.5
158.775,169.3
158.839,170.1
154.01,170.9
148.5076,170.1
143.0052,172.5
137.5028,174.8
132.0004,181.1
126.498,170.1
165.866,156.7
173.905,156.7
180.537,157.5
182.267,157.5
179.535,158.3
172.1053333,160.7
164.6756667,157.5
157.246,156.7
185.812,164.6
183.591,179.6
180.952,180.3
175.633,178
170.314,176.4
164.995,179.6
159.676,173.3
154.357,172.5
160.607,171.7
158.951,171.7
157.797,172.5
157.519,171.7
154.73,172.5
146.4966667,177.2
138.2633333,188.2
130.03,215
174.9,226
184.992,225.2
188.705,224.4
190.523,226.8
202.031,226
197.7023333,226
193.3736667,226.8
189.045,228.4
221.878,230.7
217.084,250.4
211.114,251.2
199.514,244.9
131.354,245.7
139.1426667,237
146.9313333,199.2
154.72,181.9
164.072,181.9
159.094,184.3
154.033,185.1
156.751,181.9
154.299,189
149.072,233.1
143.845,280.4
138.618,356.7
173.529,394.5
188.053,409.5
202.798,417.4
207.175,416.6
210.143,416.6
214.052,412.7
210.629,403.2
208.242,396.1
208.558,390.6
197.66,409.5
183.926,360.7
170.129,334.7
125.629,304
126.8853333,245.7
128.1416667,199.2
129.398,189
149.499,188.2
142.384,189
144.371,191.4
137.4296667,188.2
130.4883333,193.7
123.547,234.7
153.02,303.2
160.804,379.6
174.593,398.5
173.535,416.6
186.172,431.6
186.2436667,443.4
186.3153333,444.9
186.387,429.2
215.013,434.7
216.986,410.3
213.565,404.8
209.611,416.6
200.228,367
198.01,339.4
134.667,311.1
100.784,247.3
98.784,197.7
95.354,189.8
89.637,186.6
86.197,189
87.642,189
115.1726667,188.2
142.7033333,192.9
170.234,234.7
172.944,309.5
168.54,377.2
188.708,402.4
195.02,427.6
202.928,439.4
189.2476667,447.3
175.5673333,441.8
161.887,426
212.751,421.3
218.451,407.1
214.561,400.1
211.872,413.4
202.487,370.1
188.2906667,346.5
174.0943333,308.7
159.898,250.4
187.523,202.4
184.347,190.6
158.53,190.6
145.173,188.2
150.368,189
153.429,189.8
156.49,196.9
159.551,237.8
162.656,314.2
165.109,372.5
175.021,393
189.365,404.8
195.608,428.4
190.9466667,430.8
186.2853333,424.5
181.624,414.2
195.973,398.5
197.299,390.6
195.256,389.8
195.197,408.7
195.752,350.4
169.1766667,315.8
142.6013333,270.1
116.026,241.8
162.835,214.2
155.005,192.2
146.864,189
142.197,189
139.488,191.4
133.22,189
126.952,191.4
120.684,193.7
148.442,197.7
148.819,229.2
146.773,233.1
152.118,233.9
157.147,231.5
163.593,232.3
171.73,232.3
170.927,233.9
172.486,233.9
172.537,235.5
169.564,212.6
171.799,228.4
168.269,218.9
156.78,213.4
145.291,218.9
133.802,213.4
152.511,196.9
153.335,189
143.401,189
135.9883333,189
128.5756667,190.6
121.163,190.6
151.092,189.8
148.307,192.2
146.443,204.8
149.765,229.2
141.86,226
143.521,227.6
139.399,227.6
162.574,229.2
170.773,222.1
167.325,222.9
170.251,223.7
164.701,215.8
170.393,202.4
164.904,211.1
153.446,213.4
147.151,204.8
137.972,215.8
153.599,211.8
147.532,213.4
142.602,214.2
144.688,211.1
147.581,209
149.618,211.1
141.86,211.1
149.349,211.8
148.326,210.3
146.92,215
143.527,220.5
153.573,211.8
164.59,196.1
175.467,193.7
182.526,193.7
182.705,194.5
186.29,192.9
189.328,194.5
191.043,195.3
192.44,196.1
197.188,202.4
191.487,216.6
188.493,218.1
125.593,215
91.866,218.1
91.734,222.1
90.01,213.4
85.761,212.6
82.869,211.8
86.334,214.2
84.888,213.4
84.921,222.9
83.545,226.8
82.225,252
139.428,284.3
172.511,287.4
182.97,307.9
185.286,313.4
187.957,317.4
193.047,318.9
194.866,318.9
197.111,317.4
198.531,318.2
200.182,313.4
202.241,306.3
200.436,310.3
197.559,275.6
136.833,267.8
95.243,267.8
92.503,255.9
89.49,230.7
83.669,209.5
94.61666667,213.4
105.5643333,211.8
116.512,211.8
160.249,214.2
151.102,211.1
143.903,241.8
154.801,337.1
171.974,436.3
184.683,455.2
184.445,487.5
187.512,489
191.1,478
191.776,493.8
195.525,485.9
196.557,485.1
198.13,472.5
191.0163333,466.2
183.9026667,471.7
176.789,370.1
128.248,326
91.306,315.8
91.667,286.7
90.765,234.7
83.052,217.4
81.958,221.3
81.214,215.8
84.001,218.1
84.304,229.2
82.514,233.9
80.533,261.5
97.59433333,353.6
114.6556667,448.1
131.717,480.4
190.74,505.6
187.396,488.3
187.762,495.3
189.211,483.5
192.101,487.5
193.447,478.8
194.795,471.7
190.619,475.7
171.463,481.2
155.402,387.5
118.14,363.8
89.725,337.8
90.089,304
107.4256667,244.1
124.7623333,230
142.099,230.7
151.736,226
151.177,226.8
151.082,226.8
145.996,226
143.453,256.7
142.375,344.1
158.448,443.4
155.866,482
158.374,500.9
175.334,507.9
185.694,499.3
186.846,488.3
189.569,479.6
186.3933333,476.4
183.2176667,464.6
180.042,454.4
195.108,465.4
189.257,382.7
126.698,372.5
94.924,332.3
95.041,296.1
104.2056667,240.2
113.3703333,229.2
122.535,229.2
159.229,226
155.051,227.6
154.388,237
156.182,245.7
149.541,270.9
142.503,352.8
147.77,434.7
155.607,465.4
166.746,482
171.342,486.7
172.897,489
175.738,496.1
175.339,478.8
176.247,461.5
179.102,447.3
175.712,438.6
173.379,443.4
170.538,364.6
115.838,343.4
88.491,347.3
90.272,296.9
91.088,235.5
86.085,230.7
